,MASTER FILE NUMBER,INVESTIGATING AGENCY,LOCAL CODE,COLLISION STATUS CODE,COUNTY NAME,ROADWAY NUMBER,BLOCK/HOUSE #,ROADWAY NAME,ROADWAY SUFFIX,ROADWAY DIRECTION CODE,GPS LATITUDE DECIMAL,GPS LONGITUDE DECIMAL,MILEPOINT DERIVED,COLLISION DATE,COLLISION TIME,INTERSECTION ROADWAY #,INTERSECTION ROADWAY NAME,INTERSECTION ROADWAY SFX,BETWEEN STREET ROADWAY # 1,BETWEEN STREET ROADWAY NAME 1,BETWEEN STREET ROADWAY SFX 1,BETWEEN STREET ROADWAY # 2,BETWEEN STREET ROADWAY NAME 2,BETWEEN STREET ROADWAY SFX 2,UNITS INVOLVED,MOTOR VEHICLES INVOLVED,KILLED,INJURED,WEATHER CODE,WEATHER,ROADWAY CONDITION CODE,ROADWAY CONDITION,HIT & RUN INDICATOR,ROADWAY TYPE CODE,ROADWAY TYPE,DIRECTIONAL ANALYSIS CODE,DIRECTIONAL ANALYSIS,MANNER OF COLLISION CODE,MANNER OF COLLISION,ROADWAY CHARACTER CODE,ROADWAY CHARACTER,LIGHT CONDITION CODE,LIGHT CONDITION,RAMP FROM ROADWAY ID,RAMP TO ROADWAY ID,SECONDARY COLLISION INDICATOR,hour,minute,Date,Latitude,Longitude,geometry,index_right
177458,71669511,LOUISVILLE METRO POLICE DEPT,8015079143,AC,56,,,MUHAMMAD ALI,BLVD ,W ,38.2535027,-85.7790036,1.454,10/2/2015,1536,,17TH,ST   ,,,,,,,2,1,0,1,6.0,RAINING,05,WET,N,5.0,LOCAL STREET,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,15,36,2015-10-02 15:36:00,38.2535027,-85.7790036,POINT (-85.7790036 38.2535027),0
177600,71669674,LOUISVILLE METRO POLICE DEPT,8015079714,RE,56,,,BEARGRASS,RD   ,,38.2343622,-85.6873123,0.527,10/3/2015,00000,,,,,MILLVALE,RD   ,,BARRET HILL,RD   ,2,2,0,0,2.0,CLEAR,01,DRY,N,5.0,LOCAL STREET,37.0,COLLISION WITH BICYCLIST,1.0,ANGLE,3.0,CURVE & LEVEL,2.0,DAYLIGHT,,,N,00,00,2015-10-03 00:00:00,38.2343622,-85.6873123,POINT (-85.6873123 38.2343622),0
177717,71670201,LOUISVILLE METRO POLICE DEPT,8015079879,AC,56,US0031E ,,BARDSTOWN,RD   ,,38.2319088,-85.7091439,14.615,10/5/2015,0955,,,,,SHERWOOD,AVE  ,US0060A,EASTERN,PKWY ,2,1,0,0,2.0,CLEAR,01,DRY,N,2.0,FEDERAL,37.0,COLLISION WITH BICYCLIST,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,09,55,2015-10-05 09:55:00,38.2319088,-85.7091439,POINT (-85.7091439 38.2319088),0
177835,71671121,LOUISVILLE METRO POLICE DEPT,8015080167,AC,56,,,JEANINE,DR   ,,38.1706931,-85.6886446,0.908,10/6/2015,0613,,INDIAN,TRL  ,,,,,,,2,1,0,1,2.0,CLEAR,01,DRY,N,5.0,LOCAL STREET,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,4.0,STRAIGHT & GRADE,5.0,DARK-HWY LIGHTED/ON,,,N,06,13,2015-10-06 06:13:00,38.1706931,-85.6886446,POINT (-85.6886446 38.1706931),0
177842,71672463,LOUISVILLE METRO POLICE DEPT,8015080320,AC,56,,,HILL,ST   ,W ,38.2267603,-85.7690002,0.662,10/6/2015,1500,,7TH,ST   ,,,,,,,2,1,0,1,2.0,CLEAR,01,DRY,N,5.0,LOCAL STREET,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,15,00,2015-10-06 15:00:00,38.2267603,-85.7690002,POINT (-85.76900019999999 38.2267603),0
177847,71674941,LOUISVILLE METRO POLICE DEPT,8015080206,AC,56,US0150  ,,BROADWAY,,W ,38.2457367,-85.7534337,2.653,10/6/2015,000004,,1ST,ST   ,,,,,,,2,1,0,0,2.0,CLEAR,01,DRY,N,2.0,FEDERAL,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,00,00,2015-10-06 00:00:00,38.2457367,-85.7534337,POINT (-85.7534337 38.2457367),0
178126,71672538,LOUISVILLE METRO POLICE DEPT,8015081484,AC,56,,,GRAY,ST   ,E ,38.2462941,-85.7458786,0.286,10/9/2015,1511,,,,KY0061  ,JACKSON,ST   ,KY0061,PRESTON,ST   ,2,1,0,0,3.0,CLOUDY,01,DRY,N,5.0,LOCAL STREET,37.0,COLLISION WITH BICYCLIST,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,15,11,2015-10-09 15:11:00,38.2462941,-85.7458786,POINT (-85.7458786 38.2462941),0
178266,71672608,LOUISVILLE METRO POLICE DEPT,8015081768,AC,56,,,THORNBERRY,AVE  ,,38.2041316,-85.7790181,0.201,10/10/2015,1657,US0060A ,TAYLOR,BLVD ,,,,,,,2,1,0,1,2.0,CLEAR,01,DRY,N,5.0,LOCAL STREET,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,16,57,2015-10-10 16:57:00,38.2041316,-85.7790181,POINT (-85.7790181 38.2041316),0
178469,71674435,LOUISVILLE METRO POLICE DEPT,8015082257,AC,56,KY1020  ,,3RD,ST   ,S ,38.2487779,-85.756227,12.296,10/12/2015,1440,,CHESTNUT,ST   ,,,,,,,2,1,0,1,2.0,CLEAR,01,DRY,N,7.0,STATE,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,14,40,2015-10-12 14:40:00,38.2487779,-85.756227,POINT (-85.756227 38.2487779),0
178575,71673909,LOUISVILLE METRO POLICE DEPT,8015082704,AC,56,US0060A ,,BERRY,BLVD ,,38.1964017,-85.786026,1.3,10/13/2015,1932,,,,,LENTZ,AVE  ,,WHEELER,AVE  ,2,1,0,1,2.0,CLEAR,01,DRY,N,2.0,FEDERAL,37.0,COLLISION WITH BICYCLIST,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,5.0,DARK-HWY LIGHTED/ON,,,N,19,32,2015-10-13 19:32:00,38.1964017,-85.786026,POINT (-85.78602600000001 38.1964017),0
178898,71675973,LOUISVILLE METRO POLICE DEPT,8015083583,AC,56,KY1450  ,,BLUE LICK,RD   ,,38.1124969,-85.6898478,1.907,10/16/2015,1449,,,,,,,,,,2,1,0,0,2.0,CLEAR,01,DRY,N,7.0,STATE,37.0,COLLISION WITH BICYCLIST,9.0,SINGLE VEHICLE,3.0,CURVE & LEVEL,2.0,DAYLIGHT,,,N,14,49,2015-10-16 14:49:00,38.1124969,-85.6898478,POINT (-85.6898478 38.1124969),0
179231,71677295,LOUISVILLE METRO POLICE DEPT,8015084811,AC,56,US0031E ,,MARKET,ST   ,E ,38.2542935,-85.7481331,17.487,10/20/2015,1710,,FLOYD,ST   ,,,,,,,2,1,0,1,2.0,CLEAR,01,DRY,N,2.0,FEDERAL,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,17,10,2015-10-20 17:10:00,38.2542935,-85.7481331,POINT (-85.7481331 38.2542935),0
179302,1939983,LOUISVILLE METRO POLICE DEPT,8015084846,AC,56,,,ROY WILKINS,AVE  ,S ,38.201666667,-85.536666667,,10/21/2015,1835,,MARKET,ST   ,,,,,,,2,1,0,0,2.0,CLEAR,01,DRY,Y,5.0,LOCAL STREET,2.0,COLLISION WITH BICYCLE,1.0,ANGLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,,18,35,2015-10-21 18:35:00,38.201666667,-85.536666667,POINT (-85.53666666700001 38.201666667),0
179361,71677838,LOUISVILLE METRO POLICE DEPT,8015085112,AC,56,,,SHELBY,ST   ,S ,38.245876,-85.7392912,0.531,10/21/2015,1647,KY0864  ,GRAY,ST   ,,,,,,,2,1,0,1,2.0,CLEAR,01,DRY,Y,5.0,LOCAL STREET,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,16,47,2015-10-21 16:47:00,38.245876,-85.7392912,POINT (-85.7392912 38.245876),0
179447,71678328,LOUISVILLE METRO POLICE DEPT,8015085380,AC,56,KY0061  ,,PRESTON,HWY  ,,38.1738963,-85.7119078,6.808,10/22/2015,1305,,,,,GILMORE,LN   ,,VIM,DR   ,2,1,0,1,2.0,CLEAR,01,DRY,N,7.0,STATE,37.0,COLLISION WITH BICYCLIST,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,13,05,2015-10-22 13:05:00,38.1738963,-85.7119078,POINT (-85.71190780000001 38.1738963),0
179570,71679357,LOUISVILLE METRO POLICE DEPT,8015085684,AC,56,,,SPRINGER,ALY  ,,38.2471421,-85.7473047,0.112,10/23/2015,0959,KY0061  ,PRESTON,ST   ,,,,,,,2,1,0,0,2.0,CLEAR,01,DRY,N,5.0,LOCAL STREET,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,09,59,2015-10-23 09:59:00,38.2471421,-85.7473047,POINT (-85.7473047 38.2471421),0
179611,71679377,LOUISVILLE METRO POLICE DEPT,8015085774,AC,56,KY0061  ,,PRESTON,HWY  ,,38.1847769,-85.722987,7.764,10/23/2015,1512,,,,,,,,,,2,1,0,1,2.0,CLEAR,01,DRY,N,7.0,STATE,37.0,COLLISION WITH BICYCLIST,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,15,12,2015-10-23 15:12:00,38.1847769,-85.722987,POINT (-85.722987 38.1847769),0
179659,71679416,LOUISVILLE METRO POLICE DEPT,8015085970,AC,56,,,LIBERTY,ST   ,W ,38.2530785,-85.7573043,0.6,10/24/2015,0400,,4TH,ST   ,,,,,,,2,1,0,1,2.0,CLEAR,01,DRY,Y,5.0,LOCAL STREET,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,5.0,DARK-HWY LIGHTED/ON,,,N,04,00,2015-10-24 04:00:00,38.2530785,-85.7573043,POINT (-85.7573043 38.2530785),0
179962,71680764,LOUISVILLE METRO POLICE DEPT,8015086855,AC,56,,,INDIAN,TRL  ,E ,38.1715475,-85.6849979,1.198,10/27/2015,0704,KY0864  ,POPLAR LEVEL,RD   ,,,,,,,2,1,0,0,6.0,RAINING,05,WET,N,5.0,LOCAL STREET,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,4.0,STRAIGHT & GRADE,5.0,DARK-HWY LIGHTED/ON,,,N,07,04,2015-10-27 07:04:00,38.1715475,-85.6849979,POINT (-85.6849979 38.1715475),0
180534,1927606,LOUISVILLE METRO POLICE DEPT,8015089197,AC,56,,,29TH,ST   ,S ,38.201666667,-85.536666667,,11/3/2015,000007,,BROADWAY,,,,,,,,2,1,0,0,2.0,CLEAR,1.0,DRY,N,5.0,LOCAL STREET,2.0,COLLISION WITH BICYCLE,1.0,ANGLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,,00,00,2015-11-03 00:00:00,38.201666667,-85.536666667,POINT (-85.53666666700001 38.201666667),0
181239,71688928,NORTHFIELD POLICE DEPARTMENT,3815000072,AC,56,KY2050  ,,HERR,LN   ,,38.2772996,-85.6221841,1.632,11/9/2015,0705,,GREENLAWN,RD   ,,,,,,,2,1,0,1,3.0,CLOUDY,1.0,DRY,N,7.0,STATE,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,07,05,2015-11-09 07:05:00,38.2772996,-85.6221841,POINT (-85.6221841 38.2772996),0
181346,71691344,LOUISVILLE METRO POLICE DEPT,8015091511,AC,56,,,DIXIE,HWY  ,,38.2430418,-85.7844986,0.429,11/10/2015,1546,,,,,GARLAND,AVE  ,,DATE,ST   ,2,1,0,1,2.0,CLEAR,1.0,DRY,N,5.0,LOCAL STREET,37.0,COLLISION WITH BICYCLIST,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,15,46,2015-11-10 15:46:00,38.2430418,-85.7844986,POINT (-85.78449860000001 38.2430418),0
181839,71690734,LOUISVILLE METRO POLICE DEPT,8015093049,AC,56,,,SMYRNA,PKWY ,,38.1364345,-85.6420196,0.105,11/15/2015,1921,,VANDRE,AVE  ,,,,,,,2,1,0,1,2.0,CLEAR,1.0,DRY,N,1.0,COUNTY ROAD,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,5.0,STRAIGHT & HILLCREST,4.0,DARK-HWY LIGHTED/OFF,,,N,19,21,2015-11-15 19:21:00,38.1364345,-85.6420196,POINT (-85.6420196 38.1364345),0
181883,71691392,LOUISVILLE METRO POLICE DEPT,8015093191,AC,56,US0031W ,,DR W J HODGE,ST   ,,38.2487361,-85.786601,19.62,11/16/2015,1134,US0150  ,BROADWAY,,,,,,,,2,1,0,1,3.0,CLOUDY,1.0,DRY,N,2.0,FEDERAL,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,11,34,2015-11-16 11:34:00,38.2487361,-85.786601,POINT (-85.786601 38.2487361),0
182069,71692107,LOUISVILLE METRO POLICE DEPT,8015093676,AC,56,,,MURPHY,LN   ,,38.3033063,-85.533411,0.099,11/17/2015,1817,KY1447  ,WESTPORT,RD   ,,,,,,,2,1,0,1,2.0,CLEAR,1.0,DRY,N,5.0,LOCAL STREET,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,5.0,DARK-HWY LIGHTED/ON,,,N,18,17,2015-11-17 18:17:00,38.3033063,-85.533411,POINT (-85.533411 38.3033063),0
182332,71693331,LOUISVILLE METRO POLICE DEPT,8015094316,AC,56,KY1450  ,,BLUE LICK,RD   ,,38.1323209,-85.6869601,3.351,11/19/2015,1700,,,,,,,,,,2,1,0,0,2.0,CLEAR,1.0,DRY,Y,7.0,STATE,37.0,COLLISION WITH BICYCLIST,9.0,SINGLE VEHICLE,3.0,CURVE & LEVEL,2.0,DAYLIGHT,,,N,17,00,2015-11-19 17:00:00,38.1323209,-85.6869601,POINT (-85.68696009999999 38.1323209),0
182498,71693839,ST. MATTHEWS POLICE DEPARTMENT,0315002891,AC,56,US0060  ,4224 ,SHELBYVILLE,RD   ,,38.2513956,-85.6368645,4.578,11/21/2015,1418,,,,,,,,,,2,1,0,0,6.0,RAINING,5.0,WET,N,2.0,FEDERAL,37.0,COLLISION WITH BICYCLIST,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,14,18,2015-11-21 14:18:00,38.2513956,-85.6368645,POINT (-85.6368645 38.2513956),0
182822,71695988,LOUISVILLE METRO POLICE DEPT,8015095791,AC,56,,,PARK,RD   ,S ,38.1164283,-85.6901119,0.73,11/24/2015,1653,,,,KY1450  ,BLUE LICK,RD   ,,WHITEOAK PARK,RD   ,2,1,0,1,3.0,CLOUDY,1.0,DRY,N,5.0,LOCAL STREET,37.0,COLLISION WITH BICYCLIST,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,16,53,2015-11-24 16:53:00,38.1164283,-85.6901119,POINT (-85.69011190000001 38.1164283),0
182905,71697412,LOUISVILLE METRO POLICE DEPT,8015096113,AC,56,,,BARRET,AVE  ,,38.2442631,-85.7339588,0.32,11/25/2015,1637,US0150  ,BROADWAY,,,,,,,,2,1,0,0,2.0,CLEAR,1.0,DRY,N,5.0,LOCAL STREET,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,16,37,2015-11-25 16:37:00,38.2442631,-85.7339588,POINT (-85.7339588 38.2442631),0
183024,71697499,LOUISVILLE METRO POLICE DEPT,8015096537,AC,56,KY1065  ,,OUTER,LOOP ,,38.1378721,-85.6696753,6.988,11/27/2015,1450,,,,,LAUREL RIDGE,RD   ,,JUDGE,BLVD ,2,1,0,0,2.0,CLEAR,1.0,DRY,N,7.0,STATE,37.0,COLLISION WITH BICYCLIST,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,14,50,2015-11-27 14:50:00,38.1378721,-85.6696753,POINT (-85.66967529999999 38.1378721),0
183192,71697656,LOUISVILLE METRO POLICE DEPT,8015097121,AC,56,,,42ND,ST   ,S ,38.2521799,-85.8224194,0.691,11/29/2015,2009,,,,,ELLIOTT,AVE  ,,BROADWAY,,2,1,0,1,6.0,RAINING,5.0,WET,Y,5.0,LOCAL STREET,37.0,COLLISION WITH BICYCLIST,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,6.0,DARK-HWY NOT LIGHTED,,,N,20,09,2015-11-29 20:09:00,38.2521799,-85.8224194,POINT (-85.8224194 38.2521799),0
183567,71700245,LOUISVILLE METRO POLICE DEPT,8015098317,AC,56,US0031E ,,BARDSTOWN,RD   ,,38.2028855,-85.6645763,11.344,12/3/2015,1556,,BASHFORD MANOR,LN   ,,,,,,,2,1,0,0,2.0,CLEAR,1.0,DRY,N,2.0,FEDERAL,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,15,56,2015-12-03 15:56:00,38.2028855,-85.6645763,POINT (-85.66457629999999 38.2028855),0
184423,71706826,SHIVELY POLICE DEPARTMENT,0415002669,AC,56,,,STALLINGS,AVE  ,,38.1747011,-85.8227096,0.005,12/11/2015,1044,US0031W ,DIXIE,HWY  ,,,,,,,2,1,0,1,2.0,CLEAR,1.0,DRY,N,5.0,LOCAL STREET,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,10,44,2015-12-11 10:44:00,38.1747011,-85.8227096,POINT (-85.8227096 38.1747011),0
184549,71704705,LOUISVILLE METRO POLICE DEPT,8015101404,AC,56,,,GAGEL,AVE  ,,38.1727528,-85.8058467,0.919,12/13/2015,1820,,,,,ESTATE,DR   ,,DE MEL,AVE  ,2,1,0,1,2.0,CLEAR,1.0,DRY,N,5.0,LOCAL STREET,37.0,COLLISION WITH BICYCLIST,9.0,SINGLE VEHICLE,5.0,STRAIGHT & HILLCREST,3.0,DUSK,,,N,18,20,2015-12-13 18:20:00,38.1727528,-85.8058467,POINT (-85.8058467 38.1727528),0
186418,71714311,LOUISVILLE METRO POLICE DEPT,8016001185,AC,56,,,REASOR,AVE  ,,38.2245799,-85.7311092,0.0,1/2/2016,1510,KY0864  ,GOSS,AVE  ,,,,,,,2,1,0,1,2.0,CLEAR,1.0,DRY,N,1.0,COUNTY ROAD,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,15,10,2016-01-02 15:10:00,38.2245799,-85.7311092,POINT (-85.73110920000001 38.2245799),0
186789,71730212,LOUISVILLE METRO POLICE DEPT,8016011228,AC,56,US0042  ,,US42,,,38.281396,-85.6346458,5.925,1/6/2016,1356,,,,,,,,,,2,1,0,0,2.0,CLEAR,1.0,DRY,N,2.0,FEDERAL,37.0,COLLISION WITH BICYCLIST,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,13,56,2016-01-06 13:56:00,38.281396,-85.6346458,POINT (-85.6346458 38.281396),0
187616,71720316,LOUISVILLE METRO POLICE DEPT,8016004796,AC,56,KY1020  ,,2ND,ST   ,S ,38.2407328,-85.7559704,11.745,1/14/2016,1148,,,,,BRECKINRIDGE,ST   ,,KENTUCKY,ST   ,2,1,0,1,2.0,CLEAR,1.0,DRY,Y,7.0,STATE,37.0,COLLISION WITH BICYCLIST,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,11,48,2016-01-14 11:48:00,38.2407328,-85.7559704,POINT (-85.7559704 38.2407328),0
187654,71720382,LOUISVILLE METRO POLICE DEPT,8016004975,AC,56,KY1020  ,927  ,2ND,ST   ,S ,38.2402026,-85.756035,11.708,1/14/2016,100002,,,,,,,,,,2,1,0,0,2.0,CLEAR,1.0,DRY,Y,7.0,STATE,37.0,COLLISION WITH BICYCLIST,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,10,00,2016-01-14 10:00:00,38.2402026,-85.756035,POINT (-85.756035 38.2402026),0
188343,71724153,LOUISVILLE METRO POLICE DEPT,8016007060,AC,56,,,SAINT CATHERINE,ST   ,E ,38.2353304,-85.7472943,0.866,1/22/2016,2140,KY0061  ,JACKSON,ST   ,,,,,,,2,1,0,1,1.0,BLOWING SAND/SOIL/DIRT/SNOW,4.0,SNOW/SLUSH,N,5.0,LOCAL STREET,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,5.0,DARK-HWY LIGHTED/ON,,,N,21,40,2016-01-22 21:40:00,38.2353304,-85.7472943,POINT (-85.74729429999999 38.2353304),0
188868,71727090,LOUISVILLE METRO POLICE DEPT,8016008721,AC,56,,,COOPER CHAPEL,RD   ,,38.1032148,-85.657555,0.819,1/29/2016,0932,,,,,INDIAN FALLS,DR   ,,LEISURE,LN   ,2,1,0,1,3.0,CLOUDY,1.0,DRY,N,5.0,LOCAL STREET,37.0,COLLISION WITH BICYCLIST,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,09,32,2016-01-29 09:32:00,38.1032148,-85.657555,POINT (-85.657555 38.1032148),0
189344,71728898,LOUISVILLE METRO POLICE DEPT,8016010249,AC,56,,,BARRET,AVE  ,,38.2357083,-85.7276376,1.012,2/3/2016,0855,,WINTER,AVE  ,,,,,,,2,1,0,1,2.0,CLEAR,1.0,DRY,N,5.0,LOCAL STREET,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,08,55,2016-02-03 08:55:00,38.2357083,-85.7276376,POINT (-85.72763759999999 38.2357083),0
189371,71728893,LOUISVILLE METRO POLICE DEPT,8016010224,AC,56,,,4TH,ST   ,S ,38.2102901,-85.7646645,3.226,2/3/2016,0635,US0060A ,WINKLER,AVE  ,,,,,,,2,1,0,1,2.0,CLEAR,1.0,DRY,N,5.0,LOCAL STREET,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,5.0,DARK-HWY LIGHTED/ON,,,N,06,35,2016-02-03 06:35:00,38.2102901,-85.7646645,POINT (-85.76466449999999 38.2102901),0
189703,71734810,LOUISVILLE METRO POLICE DEPT,8016011331,AC,56,,,LINCOLN,AVE  ,,38.2184766,-85.7790853,0.722,2/6/2016,2223,KY1931  ,7TH,ST   ,,,,,,,2,1,0,1,2.0,CLEAR,1.0,DRY,N,5.0,LOCAL STREET,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,5.0,DARK-HWY LIGHTED/ON,,,N,22,23,2016-02-06 22:23:00,38.2184766,-85.7790853,POINT (-85.77908530000001 38.2184766),0
189704,71740280,LOUISVILLE METRO POLICE DEPT,8016011232,AC,56,,,HARTLAGE,CT   ,,38.2004048,-85.8359467,0.575,2/6/2016,1412,KY1934  ,CANE RUN,RD   ,,,,,,,2,1,0,1,2.0,CLEAR,1.0,DRY,N,5.0,LOCAL STREET,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,14,12,2016-02-06 14:12:00,38.2004048,-85.8359467,POINT (-85.83594669999999 38.2004048),0
191816,71741476,LOUISVILLE METRO POLICE DEPT,8016018025,AC,56,KY1447  ,,WESTPORT,RD   ,,38.2860233,-85.5777139,4.933,3/2/2016,1344,,,,,,,,,,2,1,0,0,3.0,CLOUDY,1.0,DRY,N,7.0,STATE,37.0,COLLISION WITH BICYCLIST,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,13,44,2016-03-02 13:44:00,38.2860233,-85.5777139,POINT (-85.57771390000001 38.2860233),0
192368,71743958,LOUISVILLE METRO POLICE DEPT,8016019884,AC,56,KY1020  ,,3RD,ST   ,S ,38.2205542,-85.7611768,10.323,3/8/2016,100002,,CARDINAL,BLVD ,,,,,,,2,1,0,0,2.0,CLEAR,1.0,DRY,N,7.0,STATE,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,10,00,2016-03-08 10:00:00,38.2205542,-85.7611768,POINT (-85.7611768 38.2205542),0
192775,71745793,LOUISVILLE METRO POLICE DEPT,8016020918,AC,56,,,29TH,ST   ,N ,38.2653783,-85.7986299,0.715,3/11/2016,1817,,,,,ALFORD,AVE  ,,DUNCAN,ST   ,2,1,0,1,2.0,CLEAR,1.0,DRY,Y,5.0,LOCAL STREET,37.0,COLLISION WITH BICYCLIST,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,18,17,2016-03-11 18:17:00,38.2653783,-85.7986299,POINT (-85.79862989999999 38.2653783),0
192782,71747032,UNIV. OF LOUISVILLE POLICE,R16000173 ,AC,56,,,4TH,ST   ,S ,38.2167243,-85.7635804,2.779,3/11/2016,1105,,,,,,,,,,2,1,0,1,3.0,CLOUDY,1.0,DRY,N,5.0,LOCAL STREET,37.0,COLLISION WITH BICYCLIST,9.0,SINGLE VEHICLE,5.0,STRAIGHT & HILLCREST,2.0,DAYLIGHT,,,N,11,05,2016-03-11 11:05:00,38.2167243,-85.7635804,POINT (-85.7635804 38.2167243),0
193645,71750052,UNIV. OF LOUISVILLE POLICE,R16000199 ,AC,56,,,CARDINAL,BLVD ,W ,38.2204283,-85.7597911,0.106,3/21/2016,2251,KY1020  ,2ND,ST   ,,,,,,,2,1,0,0,2.0,CLEAR,1.0,DRY,N,5.0,LOCAL STREET,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,5.0,DARK-HWY LIGHTED/ON,,,N,22,51,2016-03-21 22:51:00,38.2204283,-85.7597911,POINT (-85.7597911 38.2204283),0
193688,71749931,LOUISVILLE METRO POLICE DEPT,8016024101,AC,56,,1228 ,BARRET,AVE  ,,38.2316839,-85.7245154,1.337,3/22/2016,1719,,,,,,,,,,2,1,0,1,2.0,CLEAR,1.0,DRY,N,5.0,LOCAL STREET,37.0,COLLISION WITH BICYCLIST,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,17,19,2016-03-22 17:19:00,38.2316839,-85.7245154,POINT (-85.7245154 38.2316839),0
